,Image_2_COXI_Actin,Image_3_P2X7_Actin,Image_5_Ki67_Actin_2_Full
0,0.060734444444444445,0.2335618888888889,1.6861747777777778
1,0.28922055555555554,0.28962733333333335,1.9515155555555554
2,0.6277815555555556,0.3457188888888889,2.1265387777777778
3,1.120158888888889,0.40993366666666664,2.3451767777777777
4,1.4602958888888888,0.48304477777777777,2.5259923333333334
5,1.5020685555555555,0.5434528888888889,2.6025564444444442
6,1.481131888888889,0.6068476666666667,2.685399
7,1.4773096666666667,0.6827595555555556,2.7466895555555557
8,1.5151834444444445,0.732829,2.7652764444444444
9,1.5704732222222222,0.7643922222222223,2.7853134444444443
10,1.6239546666666667,0.7791355555555556,2.7701655555555558
11,1.617544,0.7805704444444445,2.737449111111111
12,1.5814878888888888,0.7666612222222222,2.6835254444444443
13,1.5187197777777777,0.7421546666666666,2.6264405555555554
14,1.4202688888888888,0.7162215555555556,2.566026111111111
15,1.342275,0.6963407777777778,2.510454111111111
16,1.2316857777777779,0.6935995555555555,2.4755123333333335
17,1.0973506666666666,0.6850125555555555,2.4508724444444443
18,1.0637847777777778,0.6720861111111112,2.4223314444444446
19,0.9883161111111111,0.6626915555555556,2.409191888888889
20,0.915087,0.6524218888888889,2.41247
21,0.859142,0.6424198888888889,2.4017233333333334
22,0.7865262222222222,0.6340323333333333,2.451113888888889
23,0.7121991111111111,0.6298873333333334,2.531587
24,0.6742037777777777,0.6331638888888889,2.598316222222222
25,0.6350532222222223,0.6367692222222222,2.7188294444444443
26,0.596691,0.6445668888888889,2.8529281111111113
27,0.5711395555555555,0.6491428888888889,2.9999443333333335
28,0.5507738888888889,0.6545713333333333,3.1658175555555554
29,0.5312492222222223,0.6569788888888889,3.3286535555555554
30,0.5178276666666667,0.6697444444444445,3.437348
31,0.515472,0.694725,3.480766
32,0.5159816666666667,0.7107115555555555,3.4970706666666667
33,0.5232943333333333,0.7395222222222222,3.438581222222222
34,0.5330248888888889,0.7578558888888889,3.3436555555555554
35,0.5421038888888889,0.7775984444444445,3.124739111111111
36,0.5587664444444445,0.8069198888888889,2.752473
37,0.5706434444444445,0.824786,2.401105888888889
38,0.5941784444444445,0.8496983333333333,
39,0.6243583333333333,0.8908688888888889,
40,0.6604531111111112,0.9346051111111111,
41,0.6886955555555555,0.9705907777777778,
42,0.7239441111111111,1.0066724444444444,
43,0.7401704444444445,1.0428753333333334,
44,0.7508162222222222,1.0794597777777777,
45,0.7354952222222222,1.1097597777777777,
46,0.6951176666666666,1.1361406666666667,
47,0.6265062222222222,1.1783186666666667,
48,0.5526092222222222,1.2014362222222221,
49,0.4722511111111111,1.2250316666666667,
50,0.40892055555555556,1.2389186666666667,
51,0.322422,1.2482446666666667,
52,0.2579267777777778,1.263941888888889,
53,0.20810166666666666,1.251043111111111,
54,0.16650966666666667,1.2516471111111112,
55,0.13307255555555556,1.244949111111111,
56,0.1111498888888889,1.214402,
57,0.08508822222222222,1.1622106666666667,
58,,1.1317542222222223,
59,,1.0717397777777777,
60,,0.9899764444444444,
61,,0.9111954444444444,
62,,0.8096296666666667,
63,,0.6869025555555556,
64,,0.6097315555555556,
65,,0.4780232222222222,
66,,0.35994211111111113,
67,,0.26476755555555553,
68,,0.16224744444444444,
